Record_ID,Year,Title,Manual_Decision
CSS_e373b9f63799,2022,坚持问题导向的中国经济理论创新,1
CSS_9dd47e8ea49a,2022,封建时代的领主经济,1
CSS_7cd12d3f9b2d,2022,中世纪西欧法律的多元一体建构,0
CSS_7e428fdd712c,2022,财政金融政策的协同效应——基于小微贷款利息收入增值税减免的研究,1
CSS_f68d4b1dd508,2022,大国竞争的根源:基于报酬递增机制的分析,1
CSS_851005541c30,2022,积极应对人口老龄化的“中国方案”,0
CSS_f9cdeeee6576,2022,文明比较与文化自觉:迈向和而不同的比较历史社会学,0
CSS_90cc2c0eb2be,2022,财政金融协同视角下的地方政府债务治理——来自金融市场的证据,1
CSS_d9216969a844,2022,宋代的交通形势与制度,1
CSS_8b4ef5bed188,2022,宋代生产力的发展水平,1
CSS_4e5d104621e9,2022,宋代的财经政策与社会经济,1
CSS_fe0e8ed60fc6,2022,现代性的多元镜鉴,0
CSS_adccc429828d,2022,论中国共产党的现代化观,0
CSS_629aa70490ef,2022,马克思的现代性思想与中国式现代化的实践逻辑,0
CSS_0bfbb9d321a4,2022,从控制到利用:刑法数据治理的模式转换,0
CSS_d1d7b897c94e,2022,迈向共同富裕之路:社会建设与民生支出的崛起,1
CSS_240a7ef0c197,2022,国家善治能力:消除贫困的社会工程何以成功,1
CSS_5917e82aefeb,2022,以问题为导向构建新发展格局,1
CSS_d4ffd8049d88,2022,农民基本健康权利保障体系建构与演进逻辑——“防大疫克常疾”实践经验探索,0
CSS_7eb360a39fcc,2022,证券中介机构法律责任配置,0
CSS_3d6a907eef6b,2022,中国经济增长的状态跃迁(1979—2020)——基于复杂系统视角的研究,1
CSS_e5b5898748af,2022,走向“特定性哲学”——政治经济学批判对马克思哲学革命的深化,0
CSS_2297c268d881,2022,“中国马克思主义哲学”何以可能,0
CSS_177d027fd421,2022,社会诚信建设与基层治理能力的再造,0
CSS_a8bc431ec583,2022,增强审计监督合力——基于注册会计师行业职能的历史考察,0
CSS_adaf30768c6b,2022,中国特色财政激励体制:基于统一市场的视角,1
CSS_eabd1b508b9a,2022,区域协调发展的国家保障义务,0
CSS_7aff5c4e27d1,2022,21世纪马克思主义的基础性问题,0
CSS_1e48b2b3b8f7,2022,全面建成小康社会与中国式现代化新道路,0
CSS_57b224f65c8e,2022,秦汉乡里社会演变与国家治理的历史考察,0
CSS_bfe6ee3a206e,2022,中国人类学对中国式现代化的理论探索,0
CSS_bf93d91674b9,2022,贫困治理的渐进平衡模式:基于中国经验的理论建构与检验,1
CSS_84ab977d8c9e,2022,马克思的社会转型思想,0
CSS_27097e995054,2022,中国共产党百年社会政策的实践与经验,0
CSS_e50d3ea06f11,2022,中国经济为什么能够增长,1
CSS_626076cdd59c,2022,发展无愧于新时代的中国理论,0
CSS_a08f8763f473,2022,当代中国历史方位和发展阶段的科学判断及其演进逻辑,0
CSS_30426285142d,2022,人口负增长与长期停滞——基于日本的理论探讨及对中国的启示,1
CSS_fa60a33aeed3,2021,中国式现代化进程中的乡村振兴与伦理重建,0
CSS_685c4cf88329,2021,平台技术赋能、公共博弈与复杂适应性治理,0
CSS_927e978e52d5,2021,中国式现代化和新发展社会学,0
CSS_0102d5c64163,2021,作为文明研究的社会学,0
CSS_e3250a9d8e80,2021,数字时代的社会变迁与社会研究,0
CSS_2a4eb79bb1f5,2021,中国共产党百年财政思想与实践,1
CSS_89f48591acab,2021,中国数字经济增加值规模测算及结构分析,1
CSS_a3f51ec515f5,2021,分享经济的社会建构,1
CSS_f5d16d4916c8,2021,制度的力量——中国社会保障制度建设与收入分配公平感的演化,1
CSS_455b49de784a,2021,中国共产党领导中国走向富强的百年探索,0
CSS_acaa1b43d7b9,2021,企业项目制与生产型治理的实践——基于两家企业扶贫案例的调研,1
CSS_a5c0fb8a4d0d,2021,虚拟经济与实体经济的关联性——主要资本主义国家比较研究,1
CSS_4d1f87de5515,2021,历史规律的辩证性质——马克思文本的呈现方式,0
CSS_a93049fef84b,2021,探究政策机制的类型匹配与运用,0
CSS_0ae2ee8e23c2,2021,全球价值链中的结构性权力与国际格局演变,1
CSS_69ecc711342f,2021,空间正义实现的公共规制,0
CSS_3be6a7b3c319,2021,当代中国马克思主义的哲学境界,0
CSS_d88eb5b3a949,2021,浪漫反讽与实践辩证法,0
CSS_1ef7bbdad673,2021,缩小数字鸿沟:中国特色数字金融发展,1
CSS_920505555507,2021,数字时代的技术与文化,0
CSS_01ab901554d3,2021,唯物史观论域中的分配正义及历史生成逻辑,0
CSS_2009cece4463,2021,财政分权、金融分权与宏观经济治理,1
CSS_472178952228,2021,中国共产党领导社会主义工业化建设及其历史经验,1
CSS_9c2424f0738a,2021,百年中国农村发展的社会学回眸,0
CSS_3072f51fc78a,2021,农民土地问题与中国道路选择的历史逻辑——透视中国共产党百年奋斗历程的一个重要维度,1
CSS_a27c20f4cb4c,2021,在把握历史发展规律和大势中引领时代前行——为中国共产党成立一百周年而作,0
CSS_7babe92a0630,2021,当代中国马克思主义政治经济学的哲学智慧,0
CSS_443f78cd2f44,2021,制造业在中国新发展阶段的战略地位和作用,1
CSS_91b46aef94e2,2021,中国近代经济思想研究在西方的反响,1
CSS_4c366adf02c6,2021,国际法的守正与创新——以全球治理体系变革的规范需求为视角,0
CSS_29e2064670b6,2021,数字平台的反垄断监管,1
CSS_0db596fe09a6,2021,地方政府的价值治理及其制度效能,0
CSS_2ec56a0e5e70,2021,21世纪马克思主义世界历史观的叙事主题,0
CSS_388c2a553844,2021,中国工业化进程中的家庭经营及其精神动力——以浙江省H市潮镇块状产业集群为例,1
CSS_2d4bb306f0c6,2021,社会主义市场经济条件下的资本价值,1
CSS_5cfb29ef1f9d,2021,世界变局与历史观的复兴,0
CSS_87aecef459a3,2021,从“权能分离”到“权利行使”,0
CSS_889f18e02faf,2021,中国的包容性财政体制——基于非规范性收入的考察,1
CSS_f40ca3fc6b42,2021,平台经济发展再审视:垄断与数字税新挑战,1
CSS_fb2bf814e1ea,2021,习近平法治思想的实践逻辑、理论逻辑和历史逻辑,0
CSS_fd58defbe5c8,2021,“两个一百年”奋斗目标之间的经济发展:任务、挑战与应对方略,1
CSS_ce25c64f7d9d,2021,生育转变的多重推动力:从亚洲看中国,1
CSS_328509df5019,2021,中国城市劳动力市场中教育匹配的变迁趋势——基于年龄、时期和世代效应的动态分析,1
CSS_766b2a75dd92,2021,马克思唯物史观视域中的法治问题,0
CSS_32ae7bb125fd,2021,中国宏观经济韧性测度——基于系统性风险的视角,1
CSS_6fe0302698e3,2021,“一带一路”倡议与国际法——基于国际公共产品供给视角的分析,0
CSS_151379696cd6,2021,理论是问题之树盛开的花朵——《中国社会科学》2021年重点选题构想,0
CSS_3ae9b7d13d95,2020,金融市场与宏观经济的风险传染关系——基于混合频率的实证研究,1
CSS_476e24c96e3b,2020,清末民初遗产税的引入,1
CSS_e0a8c1d8771f,2020,全面建成小康社会的理论与实践,0
CSS_ee754066623b,2020,防范化解系统性金融风险——西方金融经济周期理论货币政策规则分析,1
CSS_eac6df374a47,2020,中国产业结构转型与潜在经济增长率,1
CSS_809ccf2f7e41,2020,论数据用益权,0
CSS_36dd50ba45e3,2020,“家”作为方法:中国社会理论的一种尝试,0
CSS_d5e65df2ec39,2020,十六至十九世纪中日货币流通制度演进路径的分流,1
CSS_38c33c10c372,2020,中国贫困治理的政治逻辑——兼论对西方福利国家理论的超越,1
CSS_5b39bbfd7266,2020,乡村建设与全面小康社会的实践逻辑,0
CSS_46194d4b7228,2020,中国国民经济核算核心指标的变迁——从MPS的国民收入向SNA的国内生产总值的转变,1
CSS_5a8ea8afb069,2020,骑士制度与西欧中世纪战争,0
CSS_f751b1670e65,2020,早期社会心理风险对健康的影响效应——基于中国健康与养老追踪调查数据,0
CSS_186beb4bb24f,2020,财政转移支付与人力资本的代际流动性,1
CSS_43ba6dfc9918,2020,马克思唯物史观叙事中的劳动正义,0
CSS_9d72dc3d7829,2020,财政规则与国家治理能力建设——以环境治理为例,1
CSS_3f8bd9b507f2,2020,银行、票号兴替与清末民初金融变革,1
CSS_680815c409c2,2020,《资本论》理论定向的阐释维度,0
CSS_2141e30c214e,2020,范文澜与“汉民族形成问题争论”,0
CSS_7d847c33077a,2020,经济决定论的历史唯物主义评判,0
CSS_e8cb25f25d60,2020,社会符号论的批判向度与力度——基于唯物史观的一种考察,0
CSS_2cbb476f0eba,2020,全球价值链嵌入对贸易保护的抑制效应:基于经济波动视角的研究,1
CSS_1401fb0548ee,2020,农民与土地渐行渐远——土地流转与“三权分置”制度实践,1
CSS_704b81178666,2020,两种“艺术生产”:马克思“艺术生产”理论新探,0
CSS_d5032705d288,2020,马克思和恩格斯对正义概念的两种用法——兼评伍德的两个误解,0
CSS_7e9ac77eb442,2020,美好社会:现代中国社会的历史展开与演化图景,0
CSS_f94b88662900,2020,营利概念与中国法人法的体系效应,0
CSS_aa1fa8ff41b3,2020,社会再生产中的流通职能与劳动价值论,1
CSS_1d8e669d26e0,2020,对置盐定理的批判性解构,1
CSS_596f16b3b034,2020,深化体制改革中的产业创新体系演进——以中国高铁技术赶超为例,1
CSS_e4c28be0b256,2020,国家治理现代化的逻辑转换,0
CSS_2218ca900496,2020,世界普遍交往中的人类命运共同体,0
CSS_4823c76dee32,2020,价值形式:马克思商品拜物教批判的理论定位,0
CSS_b4fe8a615ce8,2020,所有制适度结构:理论分析、推断与经验事实,1
CSS_472389c6c506,2020,中国民营企业成长路径与机制,1
CSS_58a7f73a10fd,2020,人民意志:马克思法哲学的思想特质,0
CSS_fb1130b43b39,2020,劳动所有权原则的实践效应,1
CSS_9b729f5b9fa9,2020,聚落考古与龙山文化社会形态,0
CSS_5e5058bb7ed3,2020,中国行政体制改革的价值显现,0
CSS_bbdd9afc0d3b,2020,“相成相克”:二十世纪三四十年代费孝通的城乡关系论,1
CSS_ab6045591c83,2020,中国开放型经济学:构建阐释中国开放成就的经济理论,1
CSS_15985bdd99d8,2020,再分配政策对农村收入分配的影响——基于税费体制改革的经验研究,1
CSS_157d5e924bdf,2020,结构、权力与方法:论马克思的所有制思想——兼论历史唯物主义的若干命题,1
CSS_d8d65037c2d7,2020,论数字货币的法律属性,0
CSS_f52687f7c6da,2020,唯物史观视阈下的中国古代土地制度变迁,0
CSS_73692de43022,2020,经济结构转型期的内需扩展:基于服务业供给抑制的视角,1
CSS_698c39676152,2024,文化视角下的中国消费密码,1
CSS_2e060c511f3f,2024,创立习近平新时代中国特色社会主义思想是文化主体性的最有力体现,0
CSS_ba432df39a14,2024,文明现代性:中国式现代化的历史形态,0
CSS_ebf49f101adf,2024,中国共产党文明观的生成逻辑,0
CSS_9495f7e2e6f9,2024,网络文学批评的四重视野,0
CSS_3c3e2ffa5e58,2024,数字时代劳动关系概念及认定规范的中国表达,0
CSS_649f5fc3421f,2024,中国企业协同创新中的金融角色——基于供应链关联的视角,1
CSS_fd5072b18541,2024,农村金融市场的中介化治理——基于两个农村金融改革案例的社会学分析,1
CSS_18caf8fe8ebd,2024,农村历史性变革对中国式现代化的奠基性影响,0
CSS_2e435181601a,2024,高质量发展阶段中国城镇居民劳动收入分配格局的变迁(2012—2021),1
CSS_dc134a617198,2024,中国式现代化的生态文明意蕴,0
CSS_521bfda58838,2024,政府治理中社会整体利益的法治实现,0
CSS_22ba90fcbc38,2024,原创性概念和标识性概念——建构中国自主知识体系的概念基础,0
CSS_80374f02d42d,2024,习近平文化思想的原理性贡献,0
CSS_6175f1a33633,2024,马克思的文明理论与建设中华民族现代文明,0
CSS_d2c65a942f7b,2024,国家治理的空间建构——行政区划调整的时空逻辑与新时代的关键议题,0
CSS_42cfdd1b73cc,2024,中国古代农牧政权地缘结构转换与“大一统”国家建构,0
CSS_3cd0a31066e7,2024,授权资本制的中国运行机理,0
CSS_c71112d2818d,2024,新质生产力与新型工业化,1
CSS_f70a40b09834,2024,统筹扩大内需和深化供给侧结构性改革的深层逻辑,1
CSS_f77bac949dc0,2024,产业链政策:中国建设现代化产业体系实践的新趋势,1
CSS_dece089cf8b8,2024,大国竞争中的技术遏制与反遏制,1
CSS_6941000a7be2,2024,侯外庐的社会史研究及其理论贡献,0
CSS_bcb01e665dd3,2024,美债减持与国际货币体系多元化路径,1
CSS_2cc31ed540a8,2024,中国式现代化的文化形态——基于唯物史观的考察,0
CSS_00ef867228da,2024,中国特色社会主义政治经济学的历史性贡献,1
CSS_e72eb0495a6a,2024,中国区域协调发展战略的增长贡献——兼论区域政策路径之争,1
CSS_65e816fbe2e0,2024,以发展谋福祉:中国特色社会政策理念与实践路径,0
CSS_f60db77bbed5,2024,近代乡民的活动圈层与行为边际,0
CSS_58de10ab3968,2024,状态跃迁下中国经济增长的复杂动力学分析,1
CSS_f00aafbbd6c9,2024,文明创新发展的中国表达,0
CSS_82d29d2a9c4a,2024,再析马克思恩格斯关于鸦片战争的论述,0
CSS_b66fbf780503,2024,“利益—权利”双元共生:“数据要素×”的价值创造,1
CSS_2cdc068b8429,2024,马克思社会发展理论与中国式现代化,0
CSS_243489c3a518,2024,贸易、权力与福利:大国博弈的国际经济政治学分析,1
CSS_106af7829426,2024,何以全球化:明代中国与世界,1
CSS_1e6605c50c16,2024,中国传统经济思想概念体系探析,1
CSS_8238653bb096,2024,财税法一体化的理论逻辑与实践转向,0
CSS_16ee35937031,2024,明代家族社会转型及其观念变迁,0
CSS_bbffeeda81ce,2024,中国结构性货币政策规则——基于制造业中长期贷款的理论分析与实证检验,1
CSS_39f3853d9c2c,2024,十四至十九世纪家产继承制的中西比较,1
CSS_c3475038430e,2024,共同富裕的中国逻辑,0
CSS_6f8d53411d08,2024,罪刑关系的体系化及其实现,0
CSS_408d811a4ac6,2023,“驾驭资本”与中国式现代化的理论思考,1
CSS_78f030002c0f,2023,基于二元结构的中国增长核算——引入劳动就业率的理论和经验分析,1
CSS_6be5168b7251,2023,中国结构性货币政策的有效性——基于金融加速器边际效应的理论和实证研究,1
CSS_d6e4f5e41465,2023,数字社会发展与中国政府治理新模式,0
CSS_e54abed2c879,2023,“旅游中国”:四十年旅游发展与当代社会变迁,0
CSS_966736bc0c1b,2023,工业化以来西欧的“乡村城市化”,0
CSS_64cc4496ea4e,2023,中国劳动力市场结构变迁——基于任务偏向型技术进步的视角,1
CSS_3ea4e0108c9c,2023,清末民初中国的币制改革,1
CSS_67992facb878,2023,数字财富的创造、分配与共同富裕,1
CSS_59def6464735,2023,数据资本估算及对中国经济增长的贡献——基于数据价值链的视角,1
CSS_df882c0be980,2023,新时期以来中国城市文学的现代化叙事,0
CSS_e8dc01ebbed5,2023,唯物史观视域中的人类文明新形态,0
CSS_223ef1c61161,2023,中国式现代化视域中的经济改革与制度建构,1
CSS_af77badd2c4f,2023,新自由主义对英美等国收入不平等的影响,1
CSS_ce161af4a889,2023,基于中国治理实践的行政法学命题转换,0
CSS_a3c1999b5673,2023,从普遍性本质到普遍性外观:马克思历史性视域的确立,0
CSS_b1178e60166c,2023,私法中的分配层次,0
CSS_2d7ee014eea4,2023,全球史与国际关系研究的空间融合,0
CSS_a7fdf300e792,2023,全要素生产率再审视——基于政治经济学视角,1
CSS_3e035934844e,2023,国家治理中的“工具理性主义”谜题及其解答,0
CSS_1066415902a2,2023,文明的历史含义及其当代启示,0
CSS_e29f9174d45d,2023,摩尔根多重意义下的“文明”及其与“国家”的关系,0
CSS_019e73f2c672,2023,从金融视角看中国式现代化道路,1
CSS_5e11d8ca84a1,2023,发展型财税法的理念跃迁与制度构造,0
CSS_edca877983c3,2023,国际援助的多样性与共同性——一种全球的视角,0
CSS_1078d132fdc5,2023,中国文化软实力理论创新——兼析约瑟夫·奈的“软实力”思想,0
CSS_1dce70cc1e78,2023,社会主义现代化远景目标下的经济增长展望——基于潜在经济增长率的测算,1
CSS_c69da738be98,2023,新发展格局下的当代中国职业研究——从劳动分工到专业技能,1
CSS_b2c4346e069c,2023,世界变局中的文明形态变革及其未来图景,0
CSS_7e64024dcdb8,2023,论作为新型财产权的数据财产权,0
CSS_44f4e255775c,2023,从结构失衡到结构优化——建立现代税收制度的理论分析,1
CSS_884a89965db3,2023,“宏观结构”的隐身与重塑:一个消费分析框架,1
CSS_265a5ae314df,2023,中国式现代化与中国道路的现代性特征,0
CSS_d2e49b486fa1,2023,中国宪法社会权的体系解释,0
CSS_ff3944a08278,2023,积极财政政策:中国实践的新逻辑,1
CSS_9fdef22179d7,2023,基于多场景的数字经济微观理论及其应用,1
CSS_e98c99453c12,2023,从霸权更替到“多极制衡”——16世纪以来的海上格局演变,0
CSS_1a4a805c1efc,2023,以人民性引领中国特色社会学话语体系建设,0
